Interface IP,Interface ID,Sequence Number,Latency
163.152.3.135,2,1171,1.72164e+09
163.152.3.135,2,1172,1.72164e+09
163.152.3.135,2,1173,1.72164e+09
163.152.3.135,2,1174,1.72164e+09
163.152.3.135,2,1175,1.72164e+09
163.152.3.135,2,1176,1.72164e+09
163.152.3.135,2,1177,1.72164e+09
163.152.3.135,2,1178,1.72164e+09
163.152.3.135,2,1179,1.72164e+09
163.152.3.135,2,1180,1.72164e+09
163.152.3.135,2,1181,1.72164e+09
163.152.3.135,2,1182,1.72164e+09
163.152.3.135,2,1183,1.72164e+09
163.152.3.135,2,1184,1.72164e+09
163.152.3.135,2,1185,1.72164e+09
163.152.3.135,2,1186,1.72164e+09
163.152.3.135,2,1187,1.72164e+09
163.152.3.135,2,1188,1.72164e+09
163.152.3.135,2,1189,1.72164e+09
163.152.3.135,2,1190,1.72164e+09
163.152.3.135,2,1191,1.72164e+09
163.152.3.135,2,1192,1.72164e+09
163.152.3.135,2,1193,1.72164e+09
163.152.3.135,2,1194,1.72164e+09
163.152.3.135,2,1195,1.72164e+09
163.152.3.135,2,1196,1.72164e+09
163.152.3.135,2,1197,1.72164e+09
163.152.3.135,2,1198,1.72164e+09
163.152.3.135,2,1199,1.72164e+09
163.152.3.135,2,1200,1.72164e+09
163.152.3.135,2,1201,1.72164e+09
163.152.3.135,2,1202,1.72164e+09
163.152.3.135,2,1203,1.72164e+09
163.152.3.135,2,1204,1.72164e+09
163.152.3.135,2,1205,1.72164e+09
163.152.3.135,2,1206,1.72164e+09
163.152.3.135,2,1207,1.72164e+09
163.152.3.135,2,1208,1.72164e+09
163.152.3.135,2,1209,1.72164e+09
163.152.3.135,2,1210,1.72164e+09
163.152.3.135,2,1211,1.72164e+09
163.152.3.135,2,1212,1.72164e+09
163.152.3.135,2,1213,1.72164e+09
163.152.3.135,2,1214,1.72164e+09
163.152.3.135,2,1215,1.72164e+09
163.152.3.135,2,1216,1.72164e+09
163.152.3.135,2,1217,1.72164e+09
163.152.3.135,2,1218,1.72164e+09
163.152.3.135,2,1219,1.72164e+09
163.152.3.135,2,1220,1.72164e+09
163.152.3.135,2,1221,1.72164e+09
163.152.3.135,2,1222,1.72164e+09
163.152.3.135,2,1223,1.72164e+09
163.152.3.135,2,1224,1.72164e+09
163.152.3.135,2,1225,1.72164e+09
163.152.3.135,2,1226,1.72164e+09
163.152.3.135,2,1227,1.72164e+09
163.152.3.135,2,1228,1.72164e+09
163.152.3.135,2,1229,1.72164e+09
163.152.3.135,2,1230,1.72164e+09
163.152.3.135,2,1231,1.72164e+09
163.152.3.135,2,1232,1.72164e+09
163.152.3.135,2,1233,1.72164e+09
163.152.3.135,2,1234,1.72164e+09
163.152.3.135,2,1235,1.72164e+09
163.152.3.135,2,1236,1.72164e+09
163.152.3.135,2,1237,1.72164e+09
163.152.3.135,2,1238,1.72164e+09
163.152.3.135,2,1239,1.72164e+09
163.152.3.135,2,1240,1.72164e+09
163.152.3.135,2,1241,1.72164e+09
163.152.3.135,2,1242,1.72164e+09
163.152.3.135,2,1243,1.72164e+09
163.152.3.135,2,1244,1.72164e+09
163.152.3.135,2,1245,1.72164e+09
163.152.3.135,2,1246,1.72164e+09
163.152.3.135,2,1247,1.72164e+09
163.152.3.135,2,1248,1.72164e+09
163.152.3.135,2,1249,1.72164e+09
163.152.3.135,2,1250,1.72164e+09
163.152.3.135,2,1251,1.72164e+09
163.152.3.135,2,1252,1.72164e+09
163.152.3.135,2,1253,1.72164e+09
163.152.3.135,2,1254,1.72164e+09
163.152.3.135,2,1255,1.72164e+09
163.152.3.135,2,1256,1.72164e+09
163.152.3.135,2,1257,1.72164e+09
