Interface IP,Interface ID,Sequence Number,Latency
39.7.28.20,1,239,0.13848209381103516
39.7.28.20,1,240,0.10529017448425293
39.7.28.20,2,241,0.11344718933105469
39.7.28.20,2,242,0.11367535591125488
39.7.28.20,1,241,0.11396527290344238
39.7.28.20,1,242,0.1140291690826416
39.7.28.20,2,243,0.12321186065673828
39.7.28.20,2,244,0.12391161918640137
39.7.28.20,1,243,0.1242532730102539
39.7.28.20,1,244,0.12440633773803711
39.7.28.20,2,245,0.12454771995544434
39.7.28.20,1,245,0.12468314170837402
39.7.28.20,1,246,0.12037158012390137
39.7.28.20,2,246,0.12092375755310059
39.7.28.20,1,247,0.12132382392883301
39.7.28.20,2,247,0.12168574333190918
39.7.28.20,1,248,0.12218689918518066
39.7.28.20,2,248,0.1225121021270752
39.7.28.20,2,249,0.12281680107116699
39.7.28.20,1,249,0.12326836585998535
39.7.28.20,2,250,0.1234428882598877
39.7.28.20,2,251,0.12387871742248535
39.7.28.20,1,250,0.12430381774902344
39.7.28.20,1,251,0.12446403503417969
39.7.28.20,1,252,0.13524842262268066
39.7.28.20,1,253,0.1353461742401123
39.7.28.20,1,254,0.1352705955505371
39.7.28.20,1,255,0.1350548267364502
39.7.28.20,1,256,0.13493061065673828
39.7.28.20,2,252,0.13634371757507324
39.7.28.20,2,253,0.13622069358825684
39.7.28.20,2,254,0.13630962371826172
39.7.28.20,2,255,0.13638520240783691
39.7.28.20,2,256,0.1364457607269287
39.7.28.20,1,257,0.13620400428771973
39.7.28.20,2,257,0.1367044448852539
39.7.28.20,1,258,0.10715770721435547
39.7.28.20,1,259,0.11609244346618652
39.7.28.20,2,258,0.11654233932495117
39.7.28.20,2,259,0.11655235290527344
39.7.28.20,1,260,0.11659121513366699
39.7.28.20,2,260,0.11666154861450195
39.7.28.20,2,263,0.11734604835510254
39.7.28.20,1,261,0.11851072311401367
39.7.28.20,1,262,0.1184694766998291
39.7.28.20,1,263,0.11843538284301758
39.7.28.20,2,261,0.11901116371154785
39.7.28.20,2,262,0.11893343925476074
39.7.28.20,2,264,0.12586212158203125
39.7.28.20,1,264,0.12616229057312012
39.7.28.20,2,265,0.13473796844482422
39.7.28.20,2,266,0.13446044921875
39.7.28.20,2,267,0.13444876670837402
39.7.28.20,2,268,0.13438081741333008
39.7.28.20,1,265,0.1352531909942627
39.7.28.20,1,266,0.1353616714477539
39.7.28.20,1,267,0.1352992057800293
39.7.28.20,1,268,0.13533353805541992
39.7.28.20,1,269,0.1351780891418457
39.7.28.20,2,269,0.135406494140625
39.7.28.20,2,270,0.10282087326049805
39.7.28.20,1,270,0.12296438217163086
39.7.28.20,1,271,0.13114094734191895
39.7.28.20,2,271,0.1314685344696045
39.7.28.20,2,272,0.13161158561706543
39.7.28.20,2,273,0.1314547061920166
39.7.28.20,2,274,0.13112521171569824
39.7.28.20,1,272,0.13206815719604492
39.7.28.20,1,273,0.13185977935791016
39.7.28.20,1,275,0.13128185272216797
39.7.28.20,2,275,0.1320791244506836
39.7.28.20,1,274,0.13227057456970215
39.7.28.20,2,276,0.10106706619262695
39.7.28.20,1,276,0.10098791122436523
39.7.28.20,1,277,0.13347816467285156
39.7.28.20,2,277,0.13408231735229492
39.7.28.20,2,278,0.13387346267700195
39.7.28.20,1,278,0.1337883472442627
39.7.28.20,1,279,0.13544964790344238
39.7.28.20,1,280,0.13564419746398926
39.7.28.20,1,281,0.1355125904083252
39.7.28.20,2,279,0.13639426231384277
39.7.28.20,2,280,0.13576507568359375
39.7.28.20,2,281,0.1357557773590088
39.7.28.20,2,282,0.10420036315917969
39.7.28.20,1,282,0.10457205772399902
39.7.28.20,1,283,0.10727357864379883
39.7.28.20,2,283,0.10841131210327148
39.7.28.20,2,284,0.10856389999389648
39.7.28.20,1,284,0.10870647430419922
39.7.28.20,2,285,0.10880231857299805
39.7.28.20,2,287,0.11001276969909668
39.7.28.20,1,287,0.11206459999084473
39.7.28.20,2,286,0.11767792701721191
39.7.28.20,1,285,0.1181783676147461
39.7.28.20,1,286,0.11807894706726074
39.7.28.20,1,288,0.1150963306427002
39.7.28.20,2,288,0.1153876781463623
39.7.28.20,1,289,0.11699771881103516
39.7.28.20,2,289,0.12670373916625977
39.7.28.20,2,290,0.12669610977172852
39.7.28.20,2,291,0.12677979469299316
39.7.28.20,2,292,0.12673211097717285
39.7.28.20,1,290,0.12749862670898438
39.7.28.20,1,291,0.12745428085327148
39.7.28.20,1,292,0.12734556198120117
39.7.28.20,2,293,0.12745380401611328
39.7.28.20,1,293,0.12781357765197754
39.7.28.20,1,294,0.11943864822387695
39.7.28.20,2,294,0.11971712112426758
39.7.28.20,1,295,0.12082457542419434
39.7.28.20,2,295,0.12095475196838379
39.7.28.20,2,296,0.12126708030700684
39.7.28.20,2,297,0.1213536262512207
39.7.28.20,1,296,0.12197566032409668
39.7.28.20,1,297,0.12206053733825684
39.7.28.20,1,298,0.12211108207702637
39.7.28.20,2,298,0.12219643592834473
39.7.28.20,2,299,0.12228584289550781
39.7.28.20,1,299,0.12257146835327148
39.7.28.20,1,300,0.12466883659362793
39.7.28.20,2,300,0.12496662139892578
39.7.28.20,2,301,0.1264188289642334
39.7.28.20,1,301,0.12680482864379883
39.7.28.20,1,302,0.1269087791442871
39.7.28.20,2,302,0.12689805030822754
39.7.28.20,1,303,0.12698602676391602
39.7.28.20,1,304,0.12726235389709473
39.7.28.20,2,303,0.12773656845092773
39.7.28.20,2,304,0.12770628929138184
39.7.28.20,2,305,0.12844133377075195
39.7.28.20,1,305,0.12891125679016113
39.7.28.20,2,306,0.09989285469055176
39.7.28.20,1,306,0.10303568840026855
39.7.28.20,2,307,0.11249613761901855
39.7.28.20,1,307,0.1130528450012207
39.7.28.20,1,308,0.12233901023864746
39.7.28.20,2,308,0.12376523017883301
39.7.28.20,1,309,0.12397623062133789
39.7.28.20,1,310,0.12404036521911621
39.7.28.20,2,309,0.12466549873352051
39.7.28.20,2,310,0.1264207363128662
39.7.28.20,2,311,0.12657761573791504
39.7.28.20,1,311,0.12698769569396973
39.7.28.20,1,312,0.10986018180847168
39.7.28.20,1,313,0.11400032043457031
39.7.28.20,2,312,0.11454129219055176
39.7.28.20,2,313,0.11427879333496094
