106.101.128.74,59,40.514,lg,1725856573771870,6956
106.101.128.74,60,47.954,lg,1725856573812878,10237
106.101.128.74,61,46.451,lg,1725856573844992,9468
106.101.128.74,62,36.332,lg,1725856573868458,2937
106.101.128.74,63,46.719,lg,1725856573912460,8891
106.101.128.74,64,34.045,lg,1725856573933388,3275
106.101.128.74,65,44.594,lg,1725856573977508,9007
106.101.128.74,66,39.991,lg,1725856574006511,4482
106.101.128.74,67,39.326,lg,1725856574039448,8305
106.101.128.74,68,44.882,lg,1725856574078593,4121
106.101.128.74,69,37.055,lg,1725856574104371,6531
106.101.128.74,70,39.142,lg,1725856574140055,10103
106.101.128.74,71,40.578,lg,1725856574175098,7392
106.101.128.74,72,40.865,lg,1725856574208957,4907
106.101.128.74,73,37.58,lg,1725856574239333,8192
106.101.128.74,74,38.232,lg,1725856574273527,4289
106.101.128.74,75,40.385,lg,1725856574309329,8812
106.101.128.74,76,38.391,lg,1725856574340917,4117
106.101.128.74,77,40.557,lg,1725856574376697,6594
106.101.128.74,78,36.229,lg,1725856574405967,3577
106.101.128.74,79,41.681,lg,1725856574444980,8905
106.101.128.74,80,45.728,lg,1725856574482629,11141
106.101.128.74,81,39.495,lg,1725856574509946,9154
106.101.128.74,82,39.364,lg,1725856574543439,4025
106.101.128.74,83,42.269,lg,1725856574579950,11435
106.101.128.74,84,38.061,lg,1725856574609344,2209
106.101.128.74,85,39.596,lg,1725856574644440,8248
106.101.128.74,86,39.767,lg,1725856574678265,3080
106.101.128.74,87,42.104,lg,1725856574714178,7890
106.101.128.74,88,45.499,lg,1725856574751176,4430
106.101.128.74,89,39.859,lg,1725856574779131,6274
106.101.128.74,90,39.64,lg,1725856574812516,13161
106.101.128.74,91,43.364,lg,1725856574849842,9303
106.101.128.74,92,40.978,lg,1725856574881056,2761
106.101.128.74,93,42.952,lg,1725856574916634,8013
106.101.128.74,94,35.915,lg,1725856574943196,1955
106.101.128.74,95,41.545,lg,1725856574982411,9778
106.101.128.74,96,38.882,lg,1725856575013356,2356
106.101.128.74,97,46.916,lg,1725856575054971,9676
106.101.128.74,98,39.124,lg,1725856575080762,2391
106.101.128.74,99,39.239,lg,1725856575114480,8616
106.101.128.74,100,46.889,lg,1725856575155727,15223
106.101.128.74,101,39.69,lg,1725856575182130,5878
106.101.128.74,102,34.569,lg,1725856575210599,1270
106.101.128.74,103,43.117,lg,1725856575252802,10273
106.101.128.74,104,35.035,lg,1725856575278319,3514
106.101.128.74,105,39.778,lg,1725856575316659,7023
106.101.128.74,106,35.285,lg,1725856575345742,1928
106.101.128.74,107,40.065,lg,1725856575384119,6886
106.101.128.74,108,35.601,lg,1725856575413263,2174
106.101.128.74,109,40.221,lg,1725856575451483,5446
106.101.128.74,110,40.02,lg,1725856575484873,11476
106.101.128.74,111,38.348,lg,1725856575516784,8286
106.101.128.74,112,36.402,lg,1725856575548437,2485
106.101.128.74,113,41.259,lg,1725856575586907,7212
106.101.128.74,114,33.969,lg,1725856575613225,1693
106.101.128.74,115,38.879,lg,1725856575651722,7906
106.101.128.74,116,36.802,lg,1725856575683244,3062
106.101.128.74,117,46.497,lg,1725856575726534,8186
106.101.128.74,118,37.065,lg,1725856575750686,2963
106.101.128.74,119,39.285,lg,1725856575786517,6221
106.101.128.74,120,41.842,lg,1725856575822700,10294
106.101.128.74,121,39.883,lg,1725856575854264,8416
106.101.128.74,122,35.534,lg,1725856575883517,2868
106.101.128.74,123,39.895,lg,1725856575921476,7649
106.101.128.74,124,40.787,lg,1725856575955981,4297
106.101.128.74,125,41.045,lg,1725856575989830,9227
106.101.128.74,126,39.217,lg,1725856576021590,4896
106.101.128.74,127,38.739,lg,1725856576054751,9125
106.101.128.74,128,39.428,lg,1725856576088989,4625
106.101.128.74,129,41.149,lg,1725856576124312,8121
106.101.128.74,130,43.444,lg,1725856576160217,11609
106.101.128.74,131,38.859,lg,1725856576189225,7993
106.101.128.74,132,40.118,lg,1725856576224034,4903
106.101.128.74,133,41.771,lg,1725856576259365,7848
106.101.128.74,134,37.07,lg,1725856576288286,4052
106.101.128.74,135,39.595,lg,1725856576324422,8691
106.101.128.74,136,35.058,lg,1725856576353445,3625
106.101.128.74,137,42.338,lg,1725856576394339,7228
106.101.128.74,138,37.845,lg,1725856576423440,3197
106.101.128.74,139,40.074,lg,1725856576459284,7404
106.101.128.74,140,42.269,lg,1725856576495075,11673
106.101.128.74,141,40.122,lg,1725856576526509,5981
106.101.128.74,142,35.685,lg,1725856576555602,3276
106.101.128.74,143,43.586,lg,1725856576597151,9264
106.101.128.74,144,36.422,lg,1725856576623595,3587
106.101.128.74,145,41.915,lg,1725856576662666,10138
106.101.128.74,146,39.159,lg,1725856576693485,3675
106.101.128.74,147,41.361,lg,1725856576729278,7267
106.101.128.74,148,34.501,lg,1725856576756020,2944
106.101.128.74,149,38.85,lg,1725856576793982,5954
106.101.128.74,150,43.016,lg,1725856576831731,19012
106.101.128.74,151,39.395,lg,1725856576861710,7267
106.101.128.74,152,34.754,lg,1725856576890692,1759
106.101.128.74,153,42.468,lg,1725856576931995,6905
106.101.128.74,154,35.202,lg,1725856576958326,3380
106.101.128.74,155,43.234,lg,1725856576999897,9934
106.101.128.74,156,40.683,lg,1725856577030990,3871
106.101.128.74,157,41.028,lg,1725856577064933,11434
106.101.128.74,158,39.002,lg,1725856577096504,4658
106.101.128.74,159,38.168,lg,1725856577129280,8718
106.101.128.74,160,44.222,lg,1725856577168933,17867
106.101.128.74,161,40.785,lg,1725856577199094,6372
106.101.128.74,162,33.849,lg,1725856577225741,1883
106.101.128.74,163,41.865
